listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category
898,449,Nigeria,Port Harcourt,Organic,Food Scraps,264.03,Low,,45,Matched,196.05,Open,5.9,2026-01-18 14:11:49,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
899,450,Kenya,Nairobi,Organic,Market Waste,460.19,High,,21,Matched,336.28,Open,5.22,2026-01-30 13:35:22,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
900,450,Kenya,Nairobi,Organic,Market Waste,407.34,Low,,21,Unmatched,126.44,Closed,6.39,2025-11-25 23:30:21,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
901,451,Kenya,Eldoret,Organic,Agricultural Residue,59.8,Low,,22,Matched,30.79,Closed,5.77,2026-03-10 21:29:44,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
902,451,Kenya,Eldoret,Liquid,Greywater,148.67,Medium,,4,Matched,18.26,Open,3.26,2026-02-21 05:50:21,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
903,452,Kenya,Mombasa,Organic,Agricultural Residue,237.69,Low,,3,Unmatched,132.57,Open,6.27,2026-01-27 13:58:02,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
904,452,Kenya,Mombasa,Organic,Food Scraps,319.35,Low,,18,Unmatched,120.44,In Progress,5.97,2025-10-10 05:17:25,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
905,453,Nigeria,Port Harcourt,Organic,Agricultural Residue,328.28,High,,16,Unmatched,288.48,In Progress,6.93,2025-12-29 09:20:35,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
906,453,Nigeria,Port Harcourt,Organic,Livestock Manure,46.18,Low,,32,Matched,35.07,Closed,5.81,2026-03-03 20:46:19,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
907,454,Kenya,Nairobi,Liquid,Industrial Effluent,172.08,High,,44,Matched,62.0,Closed,2.95,2025-11-01 10:05:53,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
908,454,Kenya,Nairobi,Liquid,Septage/Sewage,428.69,Low,,60,Unmatched,61.46,Closed,2.95,2026-03-02 01:24:14,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
909,455,Nigeria,Port Harcourt,Organic,Livestock Manure,367.81,Medium,,4,Matched,162.51,Closed,6.59,2025-12-11 10:13:30,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
910,455,Nigeria,Port Harcourt,Liquid,Greywater,495.93,High,,17,Matched,64.08,In Progress,5.34,2025-11-30 22:53:05,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
911,456,Kenya,Nairobi,Liquid,Used Cooking Oil,464.52,Low,,8,Matched,150.7,Open,11.33,2025-09-18 01:08:14,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
912,456,Kenya,Nairobi,Solid,Textiles/Used Clothing,12.09,High,,55,Matched,4.66,Closed,6.87,2026-03-12 04:24:11,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
913,457,Kenya,Kisumu,Organic,Market Waste,35.24,Medium,,15,Matched,20.61,In Progress,5.98,2025-12-01 19:52:38,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
914,457,Kenya,Kisumu,Organic,Agricultural Residue,475.51,High,,34,Matched,287.61,In Progress,5.8,2026-03-15 14:58:34,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
915,458,Nigeria,Kano,Solid,PET Bottles,442.65,Medium,,38,Matched,345.21,In Progress,7.11,2026-03-13 18:19:37,2,5,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
916,458,Nigeria,Kano,Organic,Market Waste,179.17,High,,59,Matched,138.76,Open,5.72,2025-11-05 03:21:06,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
917,459,Nigeria,Ibadan,Organic,Agricultural Residue,487.06,Medium,,44,Unmatched,223.85,Closed,6.94,2025-11-13 22:43:08,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
918,459,Nigeria,Ibadan,Organic,Livestock Manure,133.42,Medium,,1,Unmatched,33.87,Open,6.77,2025-10-04 01:04:32,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
919,460,Nigeria,Ibadan,Organic,Market Waste,421.0,Medium,,41,Matched,256.21,Closed,5.69,2026-03-17 08:03:26,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
920,460,Nigeria,Ibadan,Solid,LDPE 'Sachet' Water Bags,168.31,High,,46,Matched,187.72,In Progress,7.43,2026-02-23 06:34:28,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
921,461,Kenya,Mombasa,Organic,Agricultural Residue,92.93,Medium,,16,Matched,17.94,Open,5.36,2026-02-10 10:48:24,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
922,461,Kenya,Mombasa,Solid,LDPE 'Sachet' Water Bags,435.03,High,,48,Matched,473.37,In Progress,7.33,2025-11-01 05:48:13,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
923,462,Nigeria,Ibadan,Organic,Food Scraps,128.67,High,,10,Matched,101.46,Open,6.18,2025-11-13 06:34:11,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
924,462,Nigeria,Ibadan,Others,Construction debris,85.45,Low,,27,Matched,15.94,Open,6.9,2025-10-27 08:57:02,4,15,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
925,463,Nigeria,Abuja,Organic,Agricultural Residue,360.73,Medium,,17,Matched,142.32,In Progress,5.26,2026-03-02 09:39:03,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
926,463,Nigeria,Abuja,Organic,Livestock Manure,127.53,High,,1,Matched,94.03,Open,5.3,2026-03-08 09:19:44,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
927,464,Kenya,Eldoret,Organic,Food Scraps,73.41,High,,11,Unmatched,42.0,Open,6.05,2025-10-17 15:11:29,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
928,464,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,173.13,Medium,,22,Matched,59.88,Closed,7.14,2026-03-13 08:50:20,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
929,465,Nigeria,Port Harcourt,Liquid,Greywater,306.04,Low,,12,Unmatched,116.64,Closed,11.73,2025-12-10 17:38:54,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
930,465,Nigeria,Port Harcourt,Liquid,Greywater,351.2,High,,4,Unmatched,117.99,In Progress,4.75,2026-01-17 02:47:43,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
931,466,Nigeria,Kano,Organic,Food Scraps,467.63,Low,,1,Unmatched,85.34,In Progress,5.43,2025-11-17 02:39:53,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
932,466,Nigeria,Kano,Organic,Market Waste,36.34,Low,,13,Matched,7.97,In Progress,5.49,2026-03-06 07:05:34,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
933,467,Nigeria,Abuja,Liquid,Used Cooking Oil,173.84,High,,48,Matched,37.35,Open,6.7,2026-02-21 05:49:39,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
934,467,Nigeria,Abuja,Organic,Agricultural Residue,297.97,High,,46,Unmatched,170.6,Closed,5.58,2026-02-12 09:45:00,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
935,468,Nigeria,Port Harcourt,Liquid,Used Cooking Oil,105.79,Low,,10,Matched,18.64,Closed,9.26,2026-01-19 15:44:15,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
936,468,Nigeria,Port Harcourt,Organic,Agricultural Residue,91.43,Low,,13,Matched,78.74,Open,5.32,2025-12-04 09:55:18,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
937,469,Nigeria,Ibadan,Organic,Livestock Manure,470.02,High,,2,Unmatched,158.2,Open,5.65,2026-02-16 18:57:51,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
938,469,Nigeria,Ibadan,Organic,Food Scraps,344.0,High,,57,Matched,289.63,In Progress,6.54,2025-09-23 02:22:43,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
939,470,Kenya,Kisumu,Others,Miscellaneous,156.65,Medium,,17,Unmatched,27.29,Open,6.67,2025-11-08 17:34:52,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
940,470,Kenya,Kisumu,Organic,Agricultural Residue,340.92,High,,15,Unmatched,115.49,Closed,6.04,2026-03-03 18:24:11,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
941,471,Nigeria,Ibadan,Organic,Market Waste,213.34,High,,30,Unmatched,67.46,Closed,5.31,2025-10-02 01:44:46,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
942,471,Nigeria,Ibadan,Organic,Agricultural Residue,462.34,High,,14,Unmatched,377.77,Closed,6.72,2026-02-23 08:51:29,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
943,472,Nigeria,Abuja,Organic,Livestock Manure,472.2,High,,2,Unmatched,333.65,Open,5.73,2026-02-14 21:00:36,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
944,472,Nigeria,Abuja,Organic,Livestock Manure,25.81,Medium,,37,Unmatched,15.08,In Progress,6.28,2025-12-20 23:55:43,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
945,473,Kenya,Nakuru,Organic,Market Waste,352.66,Medium,,45,Matched,120.61,Open,5.37,2025-12-16 23:55:23,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
946,473,Kenya,Nakuru,Organic,Food Scraps,246.21,Low,,33,Unmatched,121.56,Closed,6.12,2026-02-06 14:52:37,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
947,474,Nigeria,Kano,Organic,Agricultural Residue,233.63,High,,7,Unmatched,70.34,In Progress,5.93,2025-12-05 17:01:04,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
948,474,Nigeria,Kano,Solid,LDPE 'Sachet' Water Bags,372.57,Medium,,50,Unmatched,108.54,In Progress,7.45,2026-03-15 10:16:06,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
949,475,Kenya,Nairobi,Solid,LDPE 'Sachet' Water Bags,335.64,High,,53,Matched,334.39,Open,6.64,2026-02-26 20:35:04,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
950,475,Kenya,Nairobi,Solid,LDPE 'Sachet' Water Bags,190.8,High,,7,Matched,98.11,Closed,7.3,2025-11-20 03:04:35,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
951,476,Nigeria,Kano,Liquid,Greywater,40.43,Medium,,42,Unmatched,12.79,In Progress,9.5,2026-02-02 19:44:23,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
952,476,Nigeria,Kano,Others,Construction debris,79.99,Medium,,2,Unmatched,36.68,In Progress,7.16,2025-12-07 12:50:48,4,15,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
953,477,Kenya,Mombasa,Liquid,Septage/Sewage,372.09,Medium,,28,Unmatched,33.98,In Progress,7.68,2026-03-05 18:28:55,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
954,477,Kenya,Mombasa,Organic,Market Waste,151.64,Low,,21,Unmatched,44.31,Closed,6.53,2026-03-13 21:12:50,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
955,478,Nigeria,Lagos,Liquid,Industrial Effluent,368.93,Medium,,20,Matched,37.44,Closed,3.4,2026-02-22 19:04:48,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
956,478,Nigeria,Lagos,Liquid,Industrial Effluent,453.79,Low,,57,Unmatched,46.64,In Progress,10.41,2025-10-06 00:21:21,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
957,479,Kenya,Mombasa,Organic,Food Scraps,68.68,Medium,,35,Matched,54.06,Closed,6.22,2026-02-23 14:27:54,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
958,479,Kenya,Mombasa,Solid,PET Bottles,24.78,High,,48,Matched,12.16,In Progress,7.41,2025-10-17 15:43:57,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
959,480,Kenya,Nakuru,Organic,Food Scraps,188.09,Medium,,29,Unmatched,113.28,In Progress,6.48,2026-01-30 03:38:29,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
960,480,Kenya,Nakuru,Organic,Livestock Manure,224.78,Medium,,27,Matched,86.07,In Progress,6.25,2025-11-06 04:41:14,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
961,481,Nigeria,Lagos,Organic,Agricultural Residue,491.51,Medium,,47,Matched,116.55,Closed,6.47,2025-12-23 20:10:06,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
962,481,Nigeria,Lagos,Liquid,Septage/Sewage,63.48,Medium,,26,Unmatched,20.75,Closed,4.94,2025-09-29 09:46:20,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
963,482,Kenya,Eldoret,Liquid,Greywater,61.34,Medium,,2,Matched,18.97,In Progress,9.39,2025-11-23 20:14:52,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
964,482,Kenya,Eldoret,Organic,Food Scraps,296.24,High,,45,Matched,66.49,Closed,6.65,2025-12-07 05:52:38,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
965,483,Nigeria,Kano,Liquid,Used Cooking Oil,368.66,High,,37,Matched,147.37,Open,10.06,2026-01-11 10:32:32,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
966,483,Nigeria,Kano,Organic,Agricultural Residue,479.23,Medium,,30,Matched,131.15,Open,5.58,2026-02-05 02:56:38,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
967,484,Kenya,Kisumu,Solid,LDPE 'Sachet' Water Bags,144.5,Low,,51,Matched,151.83,Open,7.47,2026-02-21 11:19:41,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
968,484,Kenya,Kisumu,Organic,Agricultural Residue,188.57,Medium,,27,Matched,76.91,Closed,6.04,2025-12-31 21:04:29,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
969,485,Kenya,Mombasa,Liquid,Industrial Effluent,227.99,High,,34,Matched,37.74,Open,10.1,2026-02-06 18:48:30,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
970,485,Kenya,Mombasa,Organic,Agricultural Residue,45.27,High,,9,Unmatched,12.07,In Progress,5.81,2025-11-18 23:19:46,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
971,486,Nigeria,Abuja,Organic,Livestock Manure,345.8,Low,,22,Matched,158.92,Closed,5.13,2025-12-13 12:49:53,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
972,486,Nigeria,Abuja,Organic,Agricultural Residue,454.54,High,,14,Unmatched,358.71,In Progress,5.87,2026-01-29 12:23:33,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
973,487,Nigeria,Port Harcourt,Solid,LDPE 'Sachet' Water Bags,138.99,Low,,1,Unmatched,153.86,Closed,6.54,2025-09-21 19:56:34,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
974,487,Nigeria,Port Harcourt,Others,Construction debris,437.9,Medium,,3,Unmatched,81.53,In Progress,6.69,2026-02-11 11:32:29,4,15,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
975,488,Kenya,Eldoret,Organic,Food Scraps,449.38,Low,,3,Unmatched,127.81,In Progress,5.37,2025-09-26 15:16:36,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
976,488,Kenya,Eldoret,Organic,Food Scraps,365.06,Low,,51,Matched,201.75,Closed,5.35,2026-01-19 01:29:32,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
977,489,Kenya,Kisumu,Liquid,Industrial Effluent,219.97,Medium,,3,Matched,74.79,Open,7.93,2026-01-19 02:30:59,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
978,489,Kenya,Kisumu,Solid,Textiles/Used Clothing,462.15,High,,54,Matched,381.32,Closed,7.08,2025-10-22 04:46:02,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
979,490,Kenya,Kisumu,Liquid,Industrial Effluent,355.54,Low,,44,Matched,120.75,Open,4.69,2026-01-16 21:13:12,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
